Source,Material,Total_waste,Latitude,Longitude
Construction and Demolition,Mixed Hardcore,10605,51.085997,-1.7725282
Construction and Demolition,Mixed Hardcore Fines,10596,51.341549,1.3738777
Construction and Demolition,Soils,10580,53.059303,-0.5661744
Construction and Demolition,Mixed Hardcore,10579,52.687486,-0.31382999
Construction and Demolition,Mixed Hardcore Fines,10555,51.440909,-0.53759348
Construction and Demolition,Mixed Hardcore Fines,10552,51.394967,0.10918248
Construction and Demolition,Mixed Hardcore,10538,51.575337,-0.47161951
Construction and Demolition,Mixed Hardcore Fines,10536,50.771665,-1.9510652
Construction and Demolition,Soils,10527,51.521554,0.12991764
Construction and Demolition,Soils,10507,53.389743,-2.7031158
Construction and Demolition,Mixed Hardcore,10500,53.406951,-3.0400254
Construction and Demolition,Mixed Hardcore Fines,10486,51.391206,-0.16765816
Construction and Demolition,Mixed Hardcore Fines,10472,51.202656,-1.6077674
Construction and Demolition,Mixed Hardcore,10471,51.392964,0.1574756
Construction and Demolition,Soils,10470,51.458553,-0.50067001
Construction and Demolition,Mixed Hardcore,10461,55.749177,-2.2159748
Construction and Demolition,Mixed Hardcore,10454,51.610034,0.25741791
Construction and Demolition,Mixed Hardcore,10439,53.702699,-1.2464759
Construction and Demolition,Mixed Hardcore Fines,10432,51.575943,-0.47815099
Construction and Demolition,Mixed Hardcore Fines,10431,51.306442,1.3465879
Construction and Demolition,Mixed Hardcore,10430,52.503769,-0.67980293
Construction and Demolition,Soils,10412,51.616268,-0.035755276
Construction and Demolition,Mixed Hardcore,10406,50.246417,-5.2406093
Construction and Demolition,Mixed Hardcore,10402,52.802813,1.3978591
Construction and Demolition,Mixed Hardcore,10396,53.281234,-3.8033473
Construction and Demolition,Mixed Hardcore Fines,10393,50.672481,-3.5329736
Construction and Demolition,Mixed Hardcore,10376,53.53969,-1.0103815
Construction and Demolition,Mixed Hardcore,10358,51.977898,0.85709864
Construction and Demolition,Soils,10343,51.541425,-0.6270239
Construction and Demolition,Soils,10338,52.560734,-2.0696851
Construction and Demolition,Mixed Hardcore,10330,52.304611,-0.005885275
Construction and Demolition,Soils,10328,52.683515,1.0972553
Construction and Demolition,Mixed Hardcore,10322,53.755369,-1.0858872
Construction and Demolition,Mixed Hardcore Fines,10306,52.683515,1.0972553
Construction and Demolition,Soils,10279,51.506442,0.01202821
Construction and Demolition,Mixed Hardcore,10265,56.182607,-3.1813647
Construction and Demolition,Soils,10260,51.539238,-0.53251196
Other,Other Soils,10260,53.223933,-1.1387161
Construction and Demolition,Mixed Hardcore,10245,53.592484,-2.5690836
Construction and Demolition,Mixed Hardcore,10238,51.379304,-0.38300313
Construction and Demolition,Mixed Hardcore,10236,54.893866,-1.5025643
Construction and Demolition,Mixed Hardcore,10231,54.579413,-1.1580202
Other,Other Soils,10230,52.421526,-1.5006886
Construction and Demolition,Plasterboard / Gypsum,10230,51.51592,0.10473406
Construction and Demolition,Mixed Hardcore,10222,56.383671,-3.4266823
Construction and Demolition,Mixed Hardcore,10210,53.936643,-1.3412792
Construction and Demolition,Mixed Hardcore,10198,52.027818,-0.39242602
Construction and Demolition,Soils,10196,50.862839,-1.1595844
Construction and Demolition,Mixed Hardcore,10193,55.876641,-4.2141475
Construction and Demolition,Mixed Hardcore,10184,51.650231,-1.8485204
Construction and Demolition,Mixed Hardcore,10183,50.244744,-5.1977934
Construction and Demolition,Mixed Hardcore,10156,52.502576,1.2648843
Construction and Demolition,Soils,10136,51.993752,-1.0926031
Construction and Demolition,Mixed Hardcore Fines,10131,53.349561,-2.7676963
Construction and Demolition,Mixed Hardcore Fines,10120,49.757201,-7.5699385
Construction and Demolition,Soils,10115,51.302163,-0.33204919
Construction and Demolition,Soils,10111,52.318021,0.18547791
Construction and Demolition,Mixed Hardcore,10106,51.478397,-0.01721682
Construction and Demolition,Mixed Hardcore,10099,52.602908,-2.3993732
Manufacturing,Concrete sludge,10096,51.306442,1.3465879
Construction and Demolition,Soils,10089,54.606985,-3.521835
Construction and Demolition,Soils,10083,53.781885,-1.5887085
Construction and Demolition,Mixed Hardcore,10054,55.718348,-2.3822425
Construction and Demolition,Soils,10049,51.914679,0.9772931
Construction and Demolition,Soils,10048,51.092527,-1.9727477
Construction and Demolition,Mixed Hardcore Fines,10046,53.260402,-0.63501726
Construction and Demolition,Soils,10041,52.885159,0.50284726
Construction and Demolition,Mixed Hardcore,10013,52.560734,-2.0696851
Construction and Demolition,Mixed Hardcore Fines,9999,51.111856,-0.077679019
Construction and Demolition,Mixed Hardcore Fines,9961,51.070337,-1.2907093
Construction and Demolition,Mixed Hardcore,9960,52.296424,0.16782732
Construction and Demolition,Mixed Hardcore,9944,52.411137,0.50973625
Construction and Demolition,Soils,9941,53.198258,0.17219505
Construction and Demolition,Mixed Hardcore,9931,52.381032,-1.2429736
Construction and Demolition,Soils,9928,51.805527,0.78295727
Construction and Demolition,Mixed Hardcore,9923,51.479468,0.17879507
Construction and Demolition,Mixed Hardcore,9920,50.159478,-5.172309
Construction and Demolition,Mixed Hardcore Fines,9915,51.42048,-2.4835614
Construction and Demolition,Mixed Hardcore,9915,55.880601,-3.0461937
Construction and Demolition,Mixed Hardcore Fines,9911,51.630809,-1.2645671
Construction and Demolition,Mixed Hardcore,9908,53.853796,-1.0496296
Construction and Demolition,Mixed Hardcore,9904,50.96948,-4.1020809
Construction and Demolition,Mixed Hardcore Fines,9902,55.935074,-3.9866878
Construction and Demolition,Soils,9896,51.959733,-1.608476
Construction and Demolition,Soils,9892,50.842892,0.39877159
Construction and Demolition,Mixed Hardcore,9859,51.026311,-2.6594947
Municipal Waste,Container Glass,9857,50.897923,-1.454199
Construction and Demolition,Mixed Hardcore Fines,9851,51.490662,0.01918421
Construction and Demolition,Mixed Hardcore,9827,51.203517,-3.4671301
Construction and Demolition,Mixed Hardcore Fines,9814,50.853405,-1.0254039
Construction and Demolition,Mixed Hardcore Fines,9796,51.53687,0.17540704
Construction and Demolition,Mixed Hardcore Fines,9790,55.897577,-4.0995339
Construction and Demolition,Mixed Hardcore Fines,9772,51.506891,0.011529228
Construction and Demolition,Soils,9765,50.395816,-3.5387891
Construction and Demolition,Soils,9756,53.407409,-1.2466331
Construction and Demolition,Mixed Hardcore,9746,52.05678,0.76817958
Construction and Demolition,Soils,9745,52.296424,0.16782732
Construction and Demolition,Soils,9725,50.501803,-3.5919106
Construction and Demolition,Mixed Hardcore Fines,9721,51.394094,-0.1654441
Construction and Demolition,Soils,9712,55.204669,-1.5432283
Other,Other Soils,9707,51.339084,-1.9669327
Construction and Demolition,Mixed Hardcore,9702,56.02034,-3.7405699
Construction and Demolition,Soils,9697,54.938067,-2.9940719
Construction and Demolition,Plasterboard / Gypsum,9697,51.276924,-1.0666499
Construction and Demolition,Mixed Hardcore Fines,9692,50.979662,-0.96472953
Manufacturing,Foundry Sand,9677,51.080424,-2.5544102
Construction and Demolition,Mixed Hardcore,9677,53.526135,-2.3189065
Construction and Demolition,Mixed Hardcore Fines,9669,54.887322,-1.6992963
Other,Other Soils,9636,53.039936,-2.2024635
Other,Other Soils,9630,52.698615,-2.4246481
Construction and Demolition,Soils,9627,50.826967,-0.43795622
Construction and Demolition,Soils,9624,53.473276,-0.99784001
Construction and Demolition,Soils,9598,51.621205,0.39257715
Construction and Demolition,Mixed Hardcore,9598,51.51657,0.18426972
Construction and Demolition,Mixed Hardcore,9589,55.197097,-1.5896422
Other,Other Soils,9585,51.736515,-3.4485752
Construction and Demolition,Mixed Hardcore,9571,50.391959,-4.8955913
Municipal Waste,Municipal Waste Incinerator Bottom Ash,9566,53.575868,-2.2636446
Construction and Demolition,Soils,9565,52.949197,-0.81896099
Other,Other Soils,9560,53.557103,-1.087433
Construction and Demolition,Mixed Hardcore,9555,51.906918,-0.66116171
Construction and Demolition,Soils,9540,53.34488,-2.9010119
Construction and Demolition,Mixed Hardcore,9537,51.517892,0.11563543
Combustion,Bottom ash - wood (recycled),9533,51.56031,-3.746977
Construction and Demolition,Mixed Hardcore Fines,9524,55.896297,-3.5698172
Construction and Demolition,Soils,9523,52.526248,-0.25569579
Other,Other Soils,9520,52.577066,-0.59214066
Other,Other Soils,9516,52.109702,1.0857752
Construction and Demolition,Mixed Hardcore,9516,51.386348,0.48751451
Construction and Demolition,Mixed Hardcore Fines,9504,51.517619,0.14697314
Construction and Demolition,Mixed Hardcore,9496,52.594533,-1.2172151
Construction and Demolition,Soils,9490,50.31454,-5.1131557
Construction and Demolition,Mixed Hardcore Fines,9481,53.717867,-1.3859329
Construction and Demolition,Mixed Hardcore,9477,53.260402,-0.63501726
Municipal Waste,Container Glass,9476,53.561834,-1.0174138
Construction and Demolition,Soils,9451,51.977898,0.85709864
Construction and Demolition,Soils,9445,54.579413,-1.1580202
Construction and Demolition,Mixed Hardcore,9437,50.425314,-3.5949754
Construction and Demolition,Mixed Hardcore Fines,9427,51.799075,-1.3156779
Construction and Demolition,Mixed Hardcore,9425,51.181576,-0.11226797
Construction and Demolition,Soils,9417,52.12667,1.4269236
Construction and Demolition,Mixed Hardcore,9393,50.691655,-1.2413612
Construction and Demolition,Mixed Hardcore Fines,9377,54.227671,-1.4268665
Construction and Demolition,Soils,9367,51.753677,-0.4718656
Construction and Demolition,Mixed Hardcore Fines,9361,51.183165,-1.3664256
Construction and Demolition,Mixed Hardcore,9355,53.921741,-0.81344763
Construction and Demolition,Soils,9352,52.799963,-2.1438424
Construction and Demolition,Soils,9345,53.862386,-1.3631707
Other,Other Soils,9343,52.853295,-1.1379011
Construction and Demolition,Soils,9343,50.67449,-1.1961101
Construction and Demolition,Mixed Hardcore Fines,9328,51.451415,0.30640868
Construction and Demolition,Soils,9324,51.04454,-1.8479618
Construction and Demolition,Mixed Hardcore Fines,9323,51.491178,-0.46321428
Construction and Demolition,Soils,9312,53.420223,-2.4825163
Construction and Demolition,Mixed Hardcore,9272,52.263715,-0.59390935
Construction and Demolition,Mixed Hardcore,9267,52.918429,-1.4504071
Construction and Demolition,Soils,9263,57.083962,-2.1135229
Construction and Demolition,Mixed Hardcore Fines,9250,57.083962,-2.1135229
Construction and Demolition,Mixed Hardcore,9243,52.454815,-0.47353883
Construction and Demolition,Mixed Hardcore Fines,9239,52.949306,-1.2905276
Construction and Demolition,Soils,9231,50.20793,-5.3856344
Construction and Demolition,Mixed Hardcore,9226,52.459892,-1.8428626
Construction and Demolition,Mixed Hardcore,9223,52.439487,1.6053957
Construction and Demolition,Mixed Hardcore,9210,51.836166,-0.67085183
Construction and Demolition,Soils,9200,54.967923,-1.9879423
Other,Other Soils,9192,51.00274,0.86713812
Construction and Demolition,Mixed Hardcore,9185,50.54574,-2.4268219
Other,Other Soils,9181,51.783141,-1.0614328
Construction and Demolition,Soils,9167,51.646735,-4.0151463
Construction and Demolition,Plasterboard / Gypsum,9148,51.025708,-0.26547204
Construction and Demolition,Mixed Hardcore,9143,50.796512,0.053741061
Construction and Demolition,Mixed Hardcore Fines,9131,52.618441,-1.9327807
Construction and Demolition,Mixed Hardcore,9126,53.008821,-3.0270286
Construction and Demolition,Soils,9123,51.557019,-3.3845429
Construction and Demolition,Mixed Hardcore,9119,51.490662,0.01918421
Construction and Demolition,Mixed Hardcore,9106,53.495356,-1.4324275
Construction and Demolition,Mixed Hardcore Fines,9105,50.833681,-1.0611596
Construction and Demolition,Mixed Hardcore,9101,54.876765,-3.3613177
Construction and Demolition,Mixed Hardcore Fines,9092,55.844042,-4.217245
Construction and Demolition,Mixed Hardcore,9077,53.710711,-0.53942274
Construction and Demolition,Mixed Hardcore,9070,53.675273,-1.6686901
Construction and Demolition,Soils,9061,52.911993,-1.4075876
Construction and Demolition,Soils,9054,50.380558,-3.9711348
Construction and Demolition,Soils,9029,53.282834,-3.5412376
Construction and Demolition,Soils,9028,53.384564,-2.1770651
Construction and Demolition,Soils,9019,52.454815,-0.47353883
Other,Other Soils,9004,53.149601,-3.17341
Construction and Demolition,Mixed Hardcore,8982,53.552068,-1.4505516
Construction and Demolition,Mixed Hardcore Fines,8974,51.681206,-0.093787977
Construction and Demolition,Mixed Hardcore,8957,52.162484,-2.3148648
Other,Other Soils,8955,51.64861,-3.8401928
Construction and Demolition,Mixed Hardcore,8954,51.136077,-0.88551103
Construction and Demolition,Soils,8940,51.555763,-1.9278329
Construction and Demolition,Mixed Hardcore Fines,8929,52.604185,-0.22389272
Construction and Demolition,Mixed Hardcore Fines,8925,50.826998,-1.0917491
Construction and Demolition,Mixed Hardcore Fines,8915,51.60316,-1.4463673
Construction and Demolition,Soils,8904,52.097947,-4.6195368
Construction and Demolition,Soils,8900,53.43728,-1.18258
Construction and Demolition,Soils,8899,51.462677,-0.78124332
Construction and Demolition,Mixed Hardcore,8870,53.728238,-1.8524885
Construction and Demolition,Mixed Hardcore,8841,52.686291,-1.8060011
Construction and Demolition,Mixed Hardcore Fines,8828,51.151628,-0.14194544
Manufacturing,Glass Cullet,8824,53.151757,-3.0854215
Construction and Demolition,Mixed Hardcore Fines,8815,51.549094,-3.332756
Municipal Waste,Container Glass,8800,51.01071,-1.3529549
Construction and Demolition,Soils,8800,55.794091,-4.4397012
Construction and Demolition,Mixed Hardcore Fines,8792,52.262904,0.72904888
Combustion,Bottom ash - wood (recycled),8788,53.421671,-1.37218
Construction and Demolition,Mixed Hardcore,8784,51.302163,-0.33204919
Other,Other Soils,8770,50.670266,-2.2957967
Construction and Demolition,Soils,8770,53.27415,0.1074984
Construction and Demolition,Mixed Hardcore Fines,8764,53.501162,-2.851738
Construction and Demolition,Mixed Hardcore,8757,52.655724,-1.8988853
Combustion,Bottom ash - wood (recycled),8750,53.419266,-1.4063566
Construction and Demolition,Mixed Hardcore,8740,52.507202,-3.3727108
Construction and Demolition,Mixed Hardcore,8740,53.675662,-1.494556
Construction and Demolition,Mixed Hardcore,8732,51.380415,0.75962651
Construction and Demolition,Mixed Hardcore Fines,8729,51.264038,-0.73351465
Construction and Demolition,Mixed Hardcore,8705,50.948725,-2.6798056
Other,Other Soils,8696,53.675312,-1.4798311
Construction and Demolition,Mixed Hardcore,8695,53.816855,-0.93715322
Construction and Demolition,Mixed Hardcore Fines,8680,51.793138,0.12508608
Construction and Demolition,Mixed Hardcore Fines,8674,51.310563,0.60237267
Manufacturing,Foundry Sand,8657,50.771673,-1.9503136
Construction and Demolition,Soils,8651,51.025708,-0.26547204
Construction and Demolition,Mixed Hardcore Fines,8645,51.515124,-0.60494311
Construction and Demolition,Soils,8641,57.487582,-4.2267164
Construction and Demolition,Mixed Hardcore,8637,51.506442,0.01202821
Construction and Demolition,Mixed Hardcore,8634,50.606804,-2.04124
Construction and Demolition,Soils,8631,51.851882,1.2392978
